,Years 1,Years 2,Years 3,Years 4,Years 5,Years 6,Years 7,Years 8,Years 9,Years 10,Years 11,Years 12,Years 13,Years 14,Years 15,Years 16,Years 17,Years 18,Years 19,Years 20,Years 21,Years 22,Years 23,Years 24,Years 25,Years 26,Years 27,Years 28,Years 29,Years 30,Years 31
Sample No. 83,1,1,1,1,1,0.742279469130095,0.730974432897288,0.790382645513397,0.736139541213866,0.790826994682662,0.70433118731156,0.745379670978524,0.846962223249488,0.848426785862073,0.838969115416519,0.910187972396612,0.885197393380106,0.981166650783271,0.945091818757355,0.934234458748251,0.946799983456731,0.937634727042168,0.959617017842829,0.980180361829698,0.946767914146185,1,1,1,1,1,1
Sample No. 84,1,1,1,1,1,1,1,1,1,1,1,0.731216212666128,0.829008346878923,0.785556907289661,0.692431183405221,0.794364612434525,0.703844676924869,0.775858501474373,0.86866753625311,0.851730334599502,0.865305165749975,0.853051892939024,0.884962220847607,0.978123830724508,0.968270490858704,0.988477752283216,0.937837912030518,0.950767379496247,0.947788256034255,0.920003007184714,0.920845638532192
Sample No. 85,1,0.720335993533023,0.763325975161511,0.749066718121991,0.749832114404067,0.80673707858799,0.735314595386386,0.706761514652986,0.84192701701168,0.885071007210761,0.843180657616816,0.892328224340454,0.857949167251587,0.980964516382664,0.986851909123361,0.98780793434009,0.969614734910428,0.978431626018137,0.948782197460532,0.945864083115011,0.968488730378449,1,1,1,1,1,1,1,1,1,1
Sample No. 86,1,1,1,0.783213753452525,0.818102124847006,0.797632695840672,0.766681255820673,0.736213871302549,0.713104846038856,0.81114493908966,0.857083830506541,0.839351743884385,0.843729509171098,0.866225661793724,0.851457645503804,0.956322095822543,0.942061039190739,0.949795064106584,0.97435799125582,0.949289083108306,0.920551903340966,0.936668744403869,0.994455715455115,1,1,1,1,1,1,1,1
Sample No. 87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.762472286810167,0.769306603366509,0.790506399563979,0.788744413365144,0.753482279601973,0.749118203438353,0.688843005978502,0.898917417122982,0.851616363568231,0.906945268461481,0.870976812348701,0.869923605972901,0.960575041398406,0.946774477139115,0.95059416949749,0.929950266815722
Sample No. 88,1,1,1,1,1,1,1,1,1,1,0.763953867439646,0.762866268389858,0.763932142908685,0.807693317743484,0.772129591998179,0.774800377212465,0.780029449124355,0.836412969538011,0.848057444613427,0.914696063688025,0.901642935945652,0.877074043112807,0.94950262606144,0.9336553244479,0.920839448273182,0.993102153595537,0.962425867244601,0.942275875154883,0.965042531657964,0.96739886822179,1
Sample No. 89,1,1,1,1,1,1,0.796416502540465,0.780769393024035,0.76868569635693,0.750356150606182,0.719843303238973,0.721777645709459,0.809532839480322,0.912480406667106,0.855537089921534,0.916419607391581,0.915364441620186,0.879622752049938,0.993923252560198,0.97007110869512,0.999397064540535,0.979429086949676,0.928504613079131,0.986185551714152,0.930102040302008,0.933218027129769,1,1,1,1,1
Sample No. 90,1,1,0.764746467223391,0.714928937006276,0.821069030267186,0.809418139002752,0.785826518713962,0.782729623840656,0.817666418537498,0.899325057011098,0.916120588564314,0.874354740865529,0.918932226016186,0.89758560655918,0.964005742613226,0.954940000679344,0.98149781987071,0.98019387383014,0.966304608657956,0.993168125711381,0.948203023206443,0.994176778513938,1,1,1,1,1,1,1,1,1
Sample No. 91,1,1,1,1,1,1,1,1,1,1,1,1,1,0.811585760211106,0.724829645188525,0.755361921527889,0.809295346775558,0.828215876351111,0.696456258559134,0.821861690924503,0.906232127771713,0.871771499333903,0.874076714492403,0.876382391018793,0.87792307553906,0.986552447173744,0.976056914515793,0.943933885656297,0.989696649033576,0.956050907485187,0.92485515570268
Sample No. 92,1,1,1,1,1,1,1,1,1,1,1,0.729942071392667,0.831748016354628,0.818871077081654,0.722736498621758,0.696798303282354,0.793567613897845,0.791270551727153,0.857414669753984,0.869472760184668,0.89215544083342,0.846036313692108,0.882521214870736,0.995819534920156,0.943186226673424,0.970567253846675,0.956717895828187,0.941365015245974,0.966279976703227,0.930076867174357,0.937937117721885
Sample No. 93,1,0.792981599912979,0.777419061284978,0.83301515835477,0.76286789004365,0.741118940921966,0.795402633435093,0.822909814702813,0.869208341387101,0.85490777531825,0.861489413636737,0.870246125617064,0.872724177225493,0.955076465662569,0.975331904552877,0.92220733737573,0.96414695488289,0.992487284634262,0.925975497234613,0.935977857392281,0.966561326645315,1,1,1,1,1,1,1,1,1,1
Sample No. 94,1,1,1,1,1,1,1,1,0.814803851676639,0.690426803358365,0.708977204888593,0.754964794778731,0.806987607282586,0.716169175576884,0.810416717630811,0.903690269120969,0.908735544678755,0.904392704706639,0.844629763466306,0.836321269080974,0.943269849810749,0.954755642488599,0.944418860469013,0.922683145496994,0.921933962386101,0.97408189855516,0.987596891000867,0.97446952117607,1,1,1
Sample No. 95,1,1,1,1,0.699513407285791,0.70266877316311,0.819238095755223,0.748897545611486,0.709051346174907,0.755064149004407,0.701453228377737,0.840554264594801,0.901699383788742,0.867054609833285,0.85261475241743,0.909012159547769,0.96626479620114,0.978882322069258,0.963101653959602,0.924405453968793,0.991391143426299,0.945920616462827,0.950188833680004,0.945676779337227,1,1,1,1,1,1,1
Sample No. 96,1,1,1,1,1,1,1,1,0.741192604335025,0.732296342043206,0.741214884656016,0.746699299164116,0.697314428644255,0.831869134331588,0.729715248606168,0.885866971220821,0.864776561479084,0.908451761435717,0.908950085910968,0.8513638081057,0.94976415488869,0.970441199522465,0.983266963791102,0.946279737520963,0.966718847099692,0.952721764463931,0.952553362604231,0.961251809746027,1,1,1
Sample No. 97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.825109854283743,0.739676955355331,0.710785658123437,0.718945659349207,0.698135026743636,0.741540435714647,0.817530032400042,0.8368557783328,0.861890930103138
Sample No. 98,1,1,1,1,1,0.690938945325557,0.73559115938982,0.759186163278297,0.73768198493775,0.800272814185824,0.809237080220133,0.772317600705661,0.844145489569753,0.836452032925561,0.907706867076457,0.86561255514808,0.865448131142184,0.972750832624733,0.926363186500967,0.932953353971243,0.954937300682068,0.981848622616381,0.984369845427573,0.997220714073628,0.955966323595494,1,1,1,1,1,1
Sample No. 99,1,1,1,1,1,1,1,0.779744948157109,0.812803539507091,0.735807213037275,0.832077837259509,0.801967387112323,0.781734824473038,0.701518398443237,0.885221913724206,0.895905833349563,0.846989473213442,0.866207909730263,0.91563656236697,0.924055432640016,0.978169422037899,0.972626083735377,0.920926522091031,0.946600411068648,0.922450688704848,0.935706493463367,0.960653653983027,1,1,1,1
Sample No. 100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.779127907614689,0.731223132066894,0.830686562207062,0.721889798437711,0.753003552231472,0.718233802648261,0.777081048012711,0.883509298533201
Sample No. 101,1,1,1,1,0.785709228123538,0.832758049097843,0.713019241731614,0.740640662751626,0.71719410170475,0.765721988772508,0.69000141433347,0.898467060865834,0.912825665685348,0.917958570456132,0.896642340044491,0.861411755524576,0.935256402529776,0.950616574902088,0.98495252802968,0.971972327698022,0.935116060860455,0.93163705194369,0.947477726247162,0.925925234369934,1,1,1,1,1,1,1
Sample No. 102,1,1,1,1,1,0.795897882549558,0.738418462501373,0.723033788103145,0.72052199571766,0.784219806503039,0.818852119207382,0.786353747198824,0.859208808612078,0.904089265196584,0.907833961706609,0.903619815642945,0.903978596417233,0.969951138459146,0.929590420555323,0.994853316340595,0.947021398320794,0.997999411076307,0.925784843191505,0.923529269453138,0.954750144239515,1,1,1,1,1,1
Sample No. 103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.690539866256528,0.71507894680975,0.739455934068188,0.712799526938703,0.707770028665196,0.809970576340798,0.690963003622834,0.856732015898451,0.89994951051008,0.854631420900114
Sample No. 104,1,1,1,1,1,1,1,1,1,0.722875007650815,0.795388223476708,0.71269594156323,0.787165418711025,0.781629166811705,0.789791056235786,0.8352744383635,0.90111743379198,0.837706575280987,0.872829677022062,0.84934543222934,0.906814486232586,0.987441731207073,0.994580736681819,0.983930040709674,0.971898390259594,0.983032116163522,0.950747309383005,0.986160189453512,0.961536487247795,1,1
Sample No. 105,1,1,1,0.808043983952608,0.688064679493196,0.737494018593803,0.69465942054661,0.791824912397657,0.822691886791959,0.733865209542215,0.86311368321348,0.839927655398846,0.857302901162766,0.901880269651301,0.838253638139926,0.954464127849788,0.945848025958985,0.970250234920532,0.996388712376356,0.925395155549049,0.933108044024557,0.969914568029344,0.993944230880588,1,1,1,1,1,1,1,1
Sample No. 106,1,1,1,1,1,1,1,0.750113805198576,0.805387759640813,0.75037872935785,0.77576638111053,0.708729389101733,0.749507116376422,0.694721135836095,0.843955034303479,0.878220424464904,0.89116844943352,0.844995547644794,0.916814744522795,0.958047609943897,0.939995234403759,0.994278487749398,0.971233903765678,0.941222393941134,0.987404077816755,0.969449358917773,0.921471660099924,1,1,1,1
Sample No. 107,1,1,0.813215073106345,0.767103997700848,0.781628865621984,0.794257922925986,0.763064840320963,0.824349778379779,0.724077722361777,0.841867753142491,0.912763703566976,0.876278702037409,0.870209637694992,0.895515206104144,0.927626083157957,0.998824460152537,0.963701583631337,0.927338272091001,0.938547293953598,0.971416027005762,0.963101307824254,0.969434647113085,1,1,1,1,1,1,1,1,1
Sample No. 108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.74273945666058,0.75048935305234,0.785693362682592,0.722429535830393,0.786281840458047,0.736719190714881,0.715744707932696,0.904649030047469,0.841029519169591,0.839821199931204,0.911184639829211,0.842792575913481,0.98358041126281,0.997690973263234
Sample No. 109,1,1,1,1,1,1,0.816902902560774,0.828275255708955,0.806751621504314,0.710558834568597,0.806410932344384,0.822428253934719,0.710605175456964,0.853381253540516,0.884899660926312,0.845410202378407,0.868913774222136,0.875950923405588,0.956598834246397,0.977242745812982,0.985081929136068,0.959289688915014,0.945752074811608,0.921323557645083,0.990085749439895,0.962215254977346,1,1,1,1,1
Sample No. 110,1,1,1,1,0.741074241699185,0.791304721184075,0.69076059113862,0.771770630638581,0.765739403224085,0.698969254376367,0.776451529365964,0.864859916946851,0.875593111699447,0.89785237584915,0.873032540639862,0.858050132930279,0.983927452471107,0.972664249259979,0.936640071067959,0.969497686009854,0.934258603826165,0.976483231112361,0.928186854701489,0.972117560449988,1,1,1,1,1,1,1
Sample No. 111,1,1,1,1,1,1,1,0.820448678733315,0.686521378789563,0.730654241856188,0.785396283831447,0.749340089668054,0.788543840568978,0.768818597718142,0.852898172296584,0.840135474272072,0.843057079650462,0.896639929470606,0.875478087306023,0.971717006489635,0.955775527339429,0.981609933078289,0.940520947054029,0.932123005334288,0.924039061982185,0.948314263820648,0.977202918697149,1,1,1,1
Sample No. 112,1,1,1,1,1,1,1,1,0.790416898405179,0.773284230906516,0.719287581242621,0.729225954589434,0.715967770387884,0.724422183482908,0.763107583801262,0.865504935523495,0.888503147686832,0.848456398209557,0.869110339317471,0.908247809916735,0.958908857405186,0.980677308626473,0.980910454243422,0.96080358074978,0.925131836645305,0.957231068816036,0.958047996461391,0.982252131234854,1,1,1
Sample No. 113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 114,1,1,0.755932052539662,0.738821989287622,0.688072620613035,0.690923806840088,0.775511415804736,0.805725601153914,0.813623303921428,0.872434397842735,0.901059927716851,0.852482958797365,0.902946082166396,0.859247213919647,0.970970177333802,0.96252263346687,0.994690993577242,0.926407274901867,0.995176058057696,0.927429259624332,0.990034979097545,0.929276630859822,1,1,1,1,1,1,1,1,1
Sample No. 115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.722279176885728,0.814509995457716,0.726535779972561,0.74297270462988,0.813228276769165,0.835907611310482,0.750401882234961,0.843591238172725,0.909750838954933,0.901296990214847,0.868373954174109,0.894165658125654,0.950958626195788,0.997724640853703,0.969883141033351,0.933413165807724,0.965236870199442
Sample No. 116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 117,1,1,1,1,1,1,1,1,1,0.786974920752924,0.749478913996369,0.825155078039039,0.731997845148668,0.777368371760473,0.834308380646631,0.691134423670825,0.859897553795017,0.840416632803157,0.841350213623606,0.847573918938637,0.917470442309044,0.923297926411033,0.930273175500333,0.921653350871056,0.995244370736182,0.980010701622814,0.938602560665458,0.927702850420028,0.936444271523506,1,1
Sample No. 118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.735191594345029,0.830266271474771,0.835495630082674,0.709564310686197,0.796313829954248,0.695695028187707,0.746013085778337,0.871120002049021,0.903822106765583,0.89286732769385,0.880228259287775,0.854032298708335,0.977088674660772,0.953681940566748,0.950737237874419,0.964186240229756,0.968196728099138
Sample No. 119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 120,1,1,1,1,0.812723488909192,0.751870362333953,0.784196102411021,0.696095883940812,0.716552773131058,0.828124896799214,0.777044521564618,0.901104009844363,0.848580805132165,0.887564985888079,0.914723836802877,0.838450172901154,0.921138488035649,0.998833638317883,0.966041349601001,0.976777983829379,0.931770247109234,0.921601989082992,0.943771261014044,0.923425723072141,1,1,1,1,1,1,1
Sample No. 121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.696121373902075,0.766104108492378,0.703178574553691,0.777130428563338,0.776987764659803,0.754841711804271,0.807410327334888,0.896403516955674,0.880334116639569,0.851928447770886,0.906537944900803,0.899097722530365
Sample No. 122,1,0.828392193246633,0.703564294231124,0.737311818649992,0.805306919293012,0.807149972185958,0.805511696870904,0.757639874391258,0.838780868203379,0.90107855878491,0.87364646253176,0.843495864765719,0.911172353107482,0.937002660855651,0.970781334117055,0.928328409157693,0.948776642121375,0.943303318023682,0.973059700150043,0.973354185037315,0.941164800450206,1,1,1,1,1,1,1,1,1,1
Sample No. 123,1,0.786667561462615,0.753064100725111,0.710500642926432,0.816535374337342,0.752104589693714,0.728782894347329,0.833999789880123,0.862150258755311,0.867248814383522,0.913772569163702,0.858174423366785,0.906062630987726,0.93601536070928,0.977287314999849,0.938914678823203,0.952231286522001,0.996019860208035,0.990347093176097,0.932887470219284,0.958505675960332,1,1,1,1,1,1,1,1,1,1
Sample No. 124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.761680154317524,0.74852438708907,0.807239551785402,0.834098771215882,0.821480231943075
Sample No. 125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.729181367299985,0.768697983912658,0.784016621940769,0.809151883657556,0.75977363871783,0.70243752658274,0.799977014448028,0.861040802285075,0.856266080348752,0.899652505272999,0.857923719966784
Sample No. 126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.735212743144017,0.779120689433999,0.733815050138161,0.763223365264945,0.695067534154747,0.773881293147802,0.827791339102201,0.883651099631563,0.847801767358556,0.866358094796538,0.862658090538345,0.901445250463672
Sample No. 127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sample No. 128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.696169342381414,0.696052115109284,0.785291404499672,0.75639912372129
Sample No. 129,1,1,1,1,1,1,1,1,1,1,0.725397453574929,0.782267280576285,0.835281556031201,0.810133433785755,0.71933793800557,0.727367777460255,0.724966464146506,0.874357803182676,0.916977378229611,0.892472934559919,0.899656581699848,0.911639000169002,0.989346811659634,0.993257828243077,0.940227834451944,0.920342828705907,0.975047685801983,0.999418963044882,0.991517403535545,0.929682005699724,1
Sample No. 130,1,1,1,1,0.749530122325756,0.695074846981093,0.710634822038934,0.775624480309431,0.770893568442203,0.813474055404309,0.701695867710747,0.90417385215871,0.842582747420296,0.871360633762553,0.877046625910327,0.841221428556368,0.928610893376172,0.966169845145196,0.959037384297699,0.946802666131407,0.975525525063276,0.956148922648281,0.957713255807757,0.922987161446363,1,1,1,1,1,1,1
Sample No. 131,1,1,1,1,1,0.754981749378145,0.793198072515894,0.743018580986187,0.79388420822937,0.804744989833794,0.751377566567622,0.71149697495997,0.882580592527054,0.868223712253384,0.861155562452972,0.850651415285654,0.844242436810397,0.991154599431902,0.95282475899905,0.999586809612811,0.950421083122492,0.935440666154027,0.955018143765628,0.923364342283458,0.948261459488422,1,1,1,1,1,1
Sample No. 132,1,1,1,1,1,1,1,1,1,1,0.832681740845088,0.729690855661407,0.692817423773464,0.726039850631729,0.776343721746467,0.776752875898033,0.805725584320258,0.86236191934254,0.919896065627225,0.870194504261017,0.84059741100017,0.893411899420433,0.955600764323026,0.994872803855687,0.94759765246883,0.946862042918801,0.962025060076267,0.927541166134179,0.935291954912245,0.927248503677547,1
Sample No. 133,1,1,1,1,1,1,0.70324818936782,0.810242384172976,0.716531135317869,0.739817855881061,0.722910480808001,0.711548961025197,0.816800979945343,0.896392680736259,0.857385855833068,0.912159538735636,0.882319885599427,0.892947553643957,0.941421636156738,0.987889451086521,0.971167767066509,0.974595289081335,0.972634840104729,0.965438084863126,0.950459969229996,0.996708309352398,1,1,1,1,1
Sample No. 134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.800389368914999,0.834541349882726,0.732505952207372,0.754771321873646,0.723368949886877,0.761736549927387,0.68850583239831,0.887272669979371,0.878179610539228,0.84542926446069,0.879064258317463,0.900628608723171,0.928386751171202,0.944676338043064
